name,url,category,chemistry,chemistry html,IMA Symbol,Strunz class,crystal system,crystal class,crystal class symbol,H-M symbol,color,cleavage,mohs,streak,gravity,luster,habit,varieties,summary
Otwayite,https://en.wikipedia.org/wiki/Otwayite,Carbonate mineral,Ni2CO3(OH)2,Ni<sub>2</sub>CO<sub>3</sub>(OH)<sub>2</sub>,Otw,5.DA.15,Orthorhombic,Unknown space group,,,Bright green,,4,,3.41,Silky to waxy,Sprays of Fibrous bundles oriented perpendicular to veinlet walls; spherules and claylike coatings,,"Otwayite, Ni2CO3(OH)2, is a hydrated nickel carbonate mineral.  Otwayite is green, with a hardness of 4, a specific gravity of 3.4, and crystallises in the orthorhombic system."
Pääkkönenite,https://en.wikipedia.org/wiki/P%C3%A4%C3%A4kk%C3%B6nenite,Sulfide minerals,Sb2AsS2,Sb<sub>2</sub>AsS<sub>2</sub>,Pä,2.DB.05,Monoclinic,Prismatic,2/m,2/m,Grey,,2.5,Grey with brownish tint,,Metallic,,,"Pääkkönenite is a metallic grey mineral with the molecular formula Sb2AsS2. It is named after Veikko Pääkkönen (1907–1980), a Finnish geologist."
Pabstite,https://en.wikipedia.org/wiki/Pabstite,Cyclosilicate,"Ba(Sn,Ti)Si3O9","Ba(Sn,Ti)Si<sub>9</sub>",Pab,9.CA.05,Hexagonal,Ditrigonal dipyramidal,6m2,6 m2,Colorless to white with a pink tinge,,6,,4.03,Vitreous,"Granular anhedral, rare as crystals showing a trigonal outline",,"Pabstite is a barium tin titanium silicate mineral that is found in contact metamorphosed limestone. It belongs to the benitoite group of minerals. The chemical formula of pabstite is Ba(Sn,Ti)Si3O9. It is found in Santa Cruz, California. The crystal system of the mineral is hexagonal."
Painite,https://en.wikipedia.org/wiki/Painite,Borate minerals,CaZrAl9O15(BO3),CaZrAl<sub>9</sub>O<sub>15</sub>(BO<sub>3</sub>),Pai,6.AB.85,Hexagonal,"Dipyramidal (6/m), although earlier reported as hexagonal (6)",,"6/m), although earlier reported as hexagonal (6","Red, brownish, orange-red",,8,Red,4.01,Vitreous,"Elongated crystals, pseudo-orthorhombic",,"Painite is a very rare borate mineral. It was first found in Myanmar by British mineralogist and gem dealer Arthur C.D. Pain who misidentified it as ruby, until it was discovered as a new gemstone in the 1950s. When it was confirmed as a new mineral species, the mineral was named after him. Due to its rarity, painite can cost in the range of between US$50,000 to $60,000 per carat."
Palladium,https://en.wikipedia.org/wiki/Palladium,,,,,,,,,,,,4.75 ,,,,,,
Palygorskite,https://en.wikipedia.org/wiki/Palygorskite,Phyllosilicate,"(Mg,Al)2Si4O10(OH)·4(H2O)","(Mg,Al)<sub>2</sub>O)",Plg,9.EE.20,Monoclinic,Prismatic,2/m,2/m,"White, grayish, yellowish, gray-green","Distinct/good, good on {110}",2 - 2.5,,1 - 2.6,"Waxy, earthy","Lath shaped crystals, fibrous and compact masses",,"Palygorskite or attapulgite is a magnesium aluminium phyllosilicate with the chemical formula (Mg,Al)2Si4O10(OH)·4(H2O) that occurs in a type of clay soil common to the Southeastern United States.  It is one of the types of fuller's earth. Some smaller deposits of this mineral can be found in Mexico, where its use is tied to the manufacture of Maya blue in pre-Columbian times."
Panethite,https://en.wikipedia.org/wiki/Panethite,Phosphate minerals,"(Na,Ca)2(Mg,Fe)2(PO4)2","(Na,Ca)<sub>2</sub>",Pne,8.AC.65,Monoclinic,Prismatic,2/m,2/m,Amber,,,,2.90-3.0,,,,"Panethite, chemical formula (Na,Ca)2(Mg,Fe)2(PO4)2, is a rare phosphate mineral that was only found in one meteorite on Earth. It was originally found in the Dayton meteorite in Ohio. It is classified as H-M symbol (2/m) with space group of P21/n. It is amber in color. It was named in the honor of Friedrich Adolf Paneth (1887–1958), a German chemist who made many contributions toward the discovery of the origin of the universe, and especially studies of meteorites."
Panguite,https://en.wikipedia.org/wiki/Panguite,Oxide mineral,"(Ti4+,Sc,Al,Mg,Zr,Ca)1.8O3","(Ti<sup>4+</sup>,Sc,Al,Mg,Zr,Ca)<sub>3</sub>",Pgu,,Orthorhombic,Dipyramidal,mmm,2/m 2/m 2/m,,,,,3.746 (calculated),,Microscopic inclusion,,
Papagoite,https://en.wikipedia.org/wiki/Papagoite,Cyclosilicate,CaCuAlSi2O6(OH)3,CaCuAlSi<sub>2</sub>O<sub>6</sub>(OH)<sub>3</sub>,Pap,9.CE.05,Monoclinic,Prismatic,2/m,2/m,"Dark blue crystals, light blue when massive",Imperfect in one direction,5–5.5,Light blue,3.25,Vitreous to dull,"Massive; cryptocrystalline, forming flat elongated crystals",,"Papagoite is a rare cyclosilicate mineral. Chemically, it is a calcium copper aluminium silicate hydroxide, found as a secondary mineral on slip surfaces and in altered granodiorite veins, either in massive form or as microscopic crystals that may form spherical aggregates. Its chemical formula is Ca Cu Al Si2O6(O H)3."
Paragonite,https://en.wikipedia.org/wiki/Paragonite,PhyllosilicatesMicas,NaAl2(AlSi3O10)(OH)2,NaAl<sub>2</sub>,Pg,9.EC.15,Monoclinic,Prismatic,2/m,2/m,"Colorless, pale yellow, grayish, grayish white, greenish, light apple-green",Perfect on the {001},2.5 - 3,White,2.78,Pearly,"massive, fibrous or scaly",,"Paragonite is a mineral, related to muscovite. Its empirical formula is NaAl2(AlSi3O10)(OH)2.  A wide solvus separates muscovite from paragonite, such that there is little solid solution along the vector Na+K+ and apparent micas of intermediate composition is most commonly a microscopic (or even sub-microscopic) intergrowth of two distinct micas, one rich in K, and the other in Na.  Paragonite is a common mineral in rocks metamorphosed under blueschist facies conditions along with other sodic minerals such as albite, jadeite and glaucophane. During the transition from blueschist to greenschist facies, paragonite and glaucophane are transformed into chlorite and albite. Jadeite bearing pyroxene minerals have suggested Clinozoisite and paragonite are associated and derived from lawsonite releasing Quartz and water via the following reaction:"
Paralaurionite,https://en.wikipedia.org/wiki/Paralaurionite,Halide mineral,PbCl(OH),PbCl(OH),Plri,3.DC.05,Monoclinic,Prismatic,2/m,2/m,"Colorless, white, pale greenish, yellowish, yellow-orange, rarely violet",Perfect on {001},3,,6.05–6.15,Subadamantine,Elongated tabular crystals,,"Paralaurionite is a colorless mineral consisting of a basic lead chloride PbCl(OH) that is dimorphous with laurionite. It is a member of the matlockite group. The name is derived from para-, the Greek for ""near"", and laurionite, because of its polymorphic relationship to it.  Bright, yellow tips of thorikosite can form on paralaurionite crystals and paralaurionite may also be intergrown with mendipite."
Paramelaconite,https://en.wikipedia.org/wiki/Paramelaconite,Oxide mineral,CuI2CuII2O3 (or Cu4O3),<sup>2</sub>,Pml,4.AA.15,Tetragonal,Ditetragonal dipyramidal (4/mmm) H-M group: (4/m 2/m 2/m),,,Black to black with a slight purple tintWhite with pinkish brown tint in reflected light,None observed,4.5,Brown-black,6.04–6.11 (measured),"Sub-adamantine, greasy, sub-metallic",Occurs as striated prismatic crystals; massive,,"Paramelaconite is a rare, black-colored copper(I,II) oxide mineral with formula CuI2CuII2O3 (or Cu4O3). It was discovered in the Copper Queen Mine in Bisbee, Arizona, about 1890. It was described in 1892 and more fully in 1941. Its name is derived from the Greek word for ""near"" and the similar mineral melaconite, now known as tenorite."
Pararealgar,https://en.wikipedia.org/wiki/Pararealgar,Sulfide mineral,As4S4,As<sub>4</sub>,Prlg,2.FA.15b,Monoclinic,Prismatic,2/m,2/m,,,1 – 1.5,Bright yellow,3.52,,Fine powder to granular,,"Pararealgar is an arsenic sulfide mineral with the chemical formula As4S4, also represented as AsS. It forms gradually from realgar under exposure to light. Its name derives from the fact that its elemental composition is identical to realgar, As4S4. It is soft with a Mohs hardness of 1 - 1.5, is yellow orange in colour, and its monoclinic prismatic crystals are very brittle, easily crumbling to powder."
Paravauxite,https://en.wikipedia.org/wiki/Paravauxite,Mineral,Fe2+Al2(PO4)2(OH)2 · 8H2O,Fe<sup>2+</sup>Al<sub>2</sub>(PO<sub>4</sub>)<sub>2</sub>(OH)<sub>2</sub>·8H<sub>2</sub>O,Pvx,8.DC.30,Triclinic,Pinacoidal,,1,"Light brown, pale greenish white, gray-white, colorless",Perfect on {010},3,White,2.36,"Sub-Vitreous, resinous, waxy, pearly",,,"Paravauxite is a rare mineral that was named in 1922. Its name is a portmanteau word made by blending the Greek word for near (παρα, meaning para) and vauxite due to the chemical relationship to vauxite. It was approved by the IMA, and was first described in 1959. It is now grandfathered, meaning it is probably to remain a species."
Pargasite,https://en.wikipedia.org/wiki/Pargasite,Inosilicates,NaCa2(Mg4Al)(Si6Al2)O22(OH)2,NaCa<sub>2</sub>(Mg<sub>4</sub>Al)(Si<sub>6</sub>Al<sub>2</sub>)O<sub>22</sub>(OH)<sub>2</sub>,Prg,,Monoclinic,Prismatic,2/m,2/m,"Bluish green, grayish black, light brown",{110} perfect,5–6,,3.04–3.17,Vitreous,Stout prismatic to tabular,,Pargasite is a complex inosilicate mineral of the amphibole group with formula NaCa2(Mg4Al)(Si6Al2)O22(OH)2.
Parisite-(Ce),https://en.wikipedia.org/wiki/Parisite-(Ce),Carbonate,"Ca(Ce,La)2(CO3)3F2","Ca(Ce,La)<sub>2</sub>",Pst,5.BD.20b,Monoclinic,Domatic,m,m,"Brown, brownish yellow, gray-yellow, grayish yellow, yellow, waxy yellow, colourless to yellow in transmitted light",,4+1⁄2,White,4.34,Vitreous - greasy,Acicular,,"Parisite is a rare mineral consisting of cerium, lanthanum and calcium fluoro-carbonate, Ca(Ce,La)2(CO3)3F2. Parisite is mostly parisite-(Ce), but when neodymium is present in the structure the mineral becomes parisite-(Nd)."
Parsonsite,https://en.wikipedia.org/wiki/Parsonsite,Phosphate mineral,Pb2(UO2)(PO4)2·2H2O,Pb<sub>2</sub>(UO<sub>2</sub>)(PO<sub>4</sub>)<sub>2</sub>·2H<sub>2</sub>O,Pso,8.EA.10,Triclinic,Pinacoidal,1,1,Pale citron-yellow,None observed,2.5-3,,5.37,Sub-adamantine,"Elongate and flattened tiny crystals, may resemble laths, crusts, powdery aggregates",,"Parsonsite is a lead uranium phosphate mineral with chemical formula: Pb2(UO2)(PO4)2·2H2O. Parsonsite contains about 45% lead and 25% uranium. It forms elongated lathlike pseudo monoclinic crystals, radial spherulites, encrustations and powdery aggregates. It is of a light yellow colour.  It has a Mohs hardness of 2.5-3 and a specific gravity of 5.72 - 6.29."
Parthéite,https://en.wikipedia.org/wiki/Parth%C3%A9ite,Tectosilicate,Ca2Al4Si4O15(OH)2·4H2O,Ca<sub>2</sub>Al<sub>4</sub>Si<sub>4</sub>O<sub>15</sub>(OH)<sub>2</sub>·4H<sub>2</sub>O,Pth,9.GB.35,Monoclinic,Prismatic,2/m,2/m,"White, colorless",{100} and {110},4,white,2.39 - 2.45,vitreous,"Fibrous, radial",,"Partheite or parthéite is a calcium aluminium silicate and a member of the zeolite group of minerals, a group of silicates with large open channels throughout the crystal structure, which allow passage of liquids and gasses through the mineral. It was first discovered in 1979 in rodingitic dikes in an ophiolite zone of the Taurus Mountains in southwest Turkey. The second discovery occurred in gabbro-pegmatites in the Ural Mountains, Russia. Since its discovery and naming, the chemical formula for partheite has been revised from CaAl2Si2O8•2H2O to include not only water but hydroxyl groups as well. The framework of the mineral is interrupted due to these hydroxyl groups attaching themselves to aluminum centered oxygen tetrahedra. This type of interrupted framework is known in only one other zeolite, the mineral roggianite.[10] As a silicate based mineral with the properties of a zeolite, partheite was first described as zeolite-like in 1984 and listed as a zeolite in 1985.[11] Partheite and lawsonite are polymorphs. Associated minerals include prehnite, thomsonite, augite, chlorite and tremolite."
Pascoite,https://en.wikipedia.org/wiki/Pascoite,Vanadate minerals,Ca3V10O28·17 H2O,Ca<sub>3</sub>V<sub>10</sub>O<sub>28</sub>·17H<sub>2</sub>O,Pas,4.HC.05,Monoclinic,Prismatic,2/m,2/m,,Distinct on {010},2.5,Cadmium-yellow,,"Sub-Adamantine, Vitreous",,,"Pascoite is a mineral with formula Ca3V10O28·17H2O that is red-orange to yellow in color. It was discovered in the Pasco Province of Peru, for which it is named, and described in 1914."
Patrónite,https://en.wikipedia.org/wiki/Patr%C3%B3nite,Sulfide mineral,VS4,VS<sub>4</sub>,Pat,2.EC.10,Monoclinic,Prismatic,2/m,2/m,Lead-gray on fresh surfaces to gray-black after exposure to air,Distinct columnar,2,Black,2.82,Metallic,Occurs as columnar crystal aggregates and in massive form,,"Patronite is the vanadium sulfide mineral with formula VS4.  The material is usually described as V4+(S22−)2.  Structurally, it is a ""linear-chain"" compound with alternating bonding and nonbonding contacts between the vanadium centers.  The vanadium is octa-coordinated, which is an uncommon geometry for this metal."
Paulingite,https://en.wikipedia.org/wiki/Paulingite,Zeolite Group,"(K,Na,Ca)3–4(Si,Al)21O42•17-22H2O","(K,Na,Ca)<span>2</sub></span>O",Pau,9.GC.35,Cubic,Hexoctahedral,m3m,4/m 3 2/m,"Colorless, light yellow, orange, red",None,5,,2.085 - 2.24,Vitreous to adamantine,typically as euhedral crystals,,"Paulingite or paulingite-K is a rare zeolite mineral that is found in vesicles in the basaltic rocks from the Columbia River near Rock Island Dam, Washington."
Paulscherrerite,https://en.wikipedia.org/wiki/Paulscherrerite,"Oxide minerals, uranyl hydroxides",UO2(OH)2,UO<sub>2</sub>(OH)<sub>2</sub>,Psc,4.GA.05,Monoclinic,Unknwon space group,,,Canary yellow,Undetermined,Undetermined,Yellow,6.66 g/cm3,,Microcrystalline powder,,"Paulscherrerite, UO2(OH)2, is a newly named mineral of the schoepite subgroup of hexavalent uranium hydrate/hydroxides. It is monoclinic, but no space group has been determined because no single-crystal study has been done. Paulscherrerite occurs as a canary yellow microcrystalline powdery product with a length of ~500 nm. It forms by the weathering and ultimate pseudomorphism of uranium-lead bearing minerals such as metaschoepite. The type locality for paulscherrerite is the Number 2 Workings, Radium Ridge near Mount Painter, North Flinders Ranges, South Australia, an area where radiogenic heat has driven hydrothermal activity for millions of years. It is named for Swiss physicist Paul Scherrer, co-inventor of the Debye-Scherrer X-ray powder diffraction camera. Study of paulscherrerite and related minerals is important for understanding the mobility of uranium around mining sites, as well as designing successful strategies for the storage of nuclear weapons and the containment of nuclear waste."
Pearceite,https://en.wikipedia.org/wiki/Pearceite,Mineral,"Cu(Ag,Cu)6Ag9As2S11","Cu(Ag,Cu)<sub>11</sub>",Pea,2.GB.15,Monoclinic,or trigonal,,,Black,{001} Poor,3,Black,6.15,Metallic,Pseudohexagonal prisms,,"Pearceite is one of the four so-called ""ruby silvers"", pearceite Cu(Ag,Cu)6Ag9As2S11, pyrargyrite Ag3SbS3, proustite Ag3AsS3 and miargyrite AgSbS2.  It was discovered in 1896 and named after Dr Richard Pearce (1837–1927), a Cornish–American chemist and metallurgist from Denver, Colorado."
Pecoraite,https://en.wikipedia.org/wiki/Pecoraite,Silicate mineral,Ni3(Si2O5)(OH)4,Ni<sub>3</sub>(Si<sub>2</sub>O<sub>5</sub>)(OH)<sub>4</sub>,Pco,9.ED.15,Monoclinic,Unknown space group,,,"Green, blue-green yellow-green",,2.5-3,Pale green,3.084,"Waxy, earthy",,,"Pecoraite is a nickel silicate mineral and a member of the serpentine group. It was named after geologist William Thomas Pecora. It is monoclinic and has a chemical composition of Ni3(Si2O5)(OH)4. It is associated with the weathering-and-or oxidation of meteorites or nickel sulfide minerals such as millerite. It is also found in altered ultramafic rocks.   Pecoriate is typically a green, lime green, or bluegreen mineral with a waxy, or earthy luster and a mohs hardness of 2.5. Common textural habits associated with Pecoraite are curved plates, spirals and tubes. It can also be granular and massive."
Pectolite,https://en.wikipedia.org/wiki/Pectolite,Inosilicate mineral,NaCa2Si3O8(OH),NaCa<sub>2</sub>Si<sub>3</sub>O<sub>8</sub>(OH),Pct,,Triclinic,Pinacoidal,1,1,"Colorless, whitish, grayish, yellowish",Perfect on {100} and {001},4.5 - 5,White,2.84 - 2.90,"Silky, subvitreous","Tabular to acicular, radiating fibrous, spheroidal, or columnar; massive",,"Pectolite is a white to gray mineral, NaCa2Si3O8(OH), sodium calcium hydroxide inosilicate. It crystallizes in the triclinic system typically occurring in radiated or fibrous crystalline masses. It has a Mohs hardness of 4.5 to 5 and a specific gravity of 2.7 to 2.9. The gemstone variety, larimar, is a pale to sky blue."
Penfieldite,https://en.wikipedia.org/wiki/Penfieldite,Mineral,Pb2Cl3(OH),Pb<sub>2</sub>Cl<sub>3</sub>(OH),Pfd,03.DC.15,Hexagonal,Trigonal Dipyramidal,,6,"Colorless, White, Yellowish, Bluish",Distinct/Good on {0001},3-4,White,6.00,"Adamantine, Greasy",,,"Penfieldite is a rare lead hydroxychloride mineral from the class of halides. It was named after Samuel Lewis Penfield. It has been a valid species before the founding of IMA, and was first published in 1892. It had been grandfathered, meaning the name penfieldite is still believed to refer to a valid species. When it was first described by Genth in 1892 from Laurion, Greece, the mineral had the formula of Pb3Cl4O."
Penikisite,https://en.wikipedia.org/wiki/Penikisite,Phosphate mineral Bjarebyite group,"Ba(Mg,Fe,Ca)Al2(PO4)2(OH)3","Ba(Mg,Fe,Ca)Al<sub>3</sub>",Pks,8.BH.20,Monoclinic,,,,,,,,,,,,"Penikisite was discovered by Alan Kulan and Gunar Penikis near Rapid Creek, Yukon Territory. The mineral is a member of the bjarebyite group along with kulanite, ideally BaFe2+2Al2(PO4)3(OH)3, and bjarebyite, ideally BaMn2+2Al2(PO4)3(OH)3. It is among several new minerals that have been discovered in the Rapid Creek and Big Fish areas of Yukon Territory. Kulanite is similar in many ways to penikisite in appearance and properties. The chemical formula for penikisite is Ba(Mg,Fe,Ca)Al2(PO4)2(OH)3. It has a hardness of about 4 and a density of 3.79 g/cm3. Penikisite is unique among the bjarebyite group in being monoclinic and has a biaxial optical class. It comes in shades of blue and green and, when rubbed on a streak plate, is pale green to white in color. Although penikisite and kulanite both range from blue to green, penikisite zones are easily distinguishable from kulanite zones in kulanite-penikisite crystals because they are lighter than the darker kulanite in color. Penikisite is a phosphate and is different from kulanite in that it is a magnesium-rich phosphate whereas kulanite is an iron-rich phosphate."
